epoch,loss,val_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
27,0.1526942780792175,1.1565888343435344,0.9296466021826773,1.1339628208767285,0.26476824283599854,0.085455923068403,0.953184240356794,0.12437282113303719,0.26476824283599854,0.10696697086263994
28,0.16515029944126278,1.1483902112402098,0.9303775333394908,1.122181570289111,0.3750375509262085,0.06988270964586374,0.951240161202562,0.1302175554562503,0.3750375509262085,0.09314465664882154
29,0.1631868167298911,1.2095266339754818,0.9266804336297392,1.1817718190376205,0.5,0.05550963171955311,0.9523738341460648,0.1269688682281675,0.5,0.07243589670912406
30,0.16367924326093147,1.1501924829049543,0.9303138743747364,1.1232076913419395,0.6249624490737915,0.04317826002535194,0.9523298367689749,0.12690303664713357,0.6249624490737915,0.05884546605327732
31,0.1556110367111643,1.1781145382409144,0.9285171941073254,1.152166724205017,0.7352317571640015,0.03529202343538554,0.9540607768445198,0.12230123270883247,0.7352317571640015,0.04530517589595194
32,0.14857183061287849,1.1919759421637564,0.9274844599492622,1.168812465186071,0.8222982287406921,0.028169187782990813,0.955330923502386,0.11863640078572603,0.8222982287406921,0.03640458981756701
33,0.14021306727964505,1.2862400081422594,0.9216558680389867,1.2627582959454469,0.885204017162323,0.02652688774120326,0.9570536972034058,0.114126067179724,0.885204017162323,0.02947004287636105
34,0.133229965600553,1.2507682183776239,0.9236647498728049,1.2303789095445112,0.9277967214584351,0.021976053940527367,0.9584724366933982,0.10968493000850182,0.9277967214584351,0.025377364915377267
35,0.127364578007239,1.2132240076257725,0.9258811226998916,1.1946551673340076,0.9553828239440918,0.019436019331668362,0.95990698244717,0.10597796649009864,0.9553828239440918,0.022385384200002082
36,0.14654273501099097,1.2828146941734082,0.9216110664184647,1.2634803604597997,0.9727389812469482,0.019876178297581093,0.9542167454487045,0.12443134743661428,0.9727389812469482,0.022731059600870306
37,0.12443430393799702,1.3589363555715541,0.9167633345632842,1.3416165438565342,0.9834604859352112,0.017611093028928295,0.9611436689007632,0.10477429195296684,0.9834604859352112,0.019990647472357105
38,0.1293540301713798,1.2459214817393909,0.9238345147383333,1.227566608274826,0.9900085926055908,0.0185401142960546,0.959545512837158,0.11003590080020928,0.9900085926055908,0.019513092691217534
39,0.1353830281333918,1.3566892700965958,0.9168906567072628,1.3395643270376958,0.9939801692962646,0.017228660484155018,0.9570215540195964,0.11674531750195989,0.9939801692962646,0.01875058594359501
40,0.11332781572508759,1.2755248775385848,0.9217100956223228,1.2618841974422186,0.9963787794113159,0.013690261320784838,0.9633556910481463,0.09732252060021558,0.9963787794113159,0.016063464480677185
41,0.10761630688173776,1.303895319351042,0.9199322799239495,1.2905392092887802,0.9978237748146057,0.013385241051590202,0.9651522337044873,0.09298536324406854,0.9978237748146057,0.014662853218236639
42,0.10919192688157005,1.3433998991744687,0.917447111823342,1.330595394577643,0.9986929297447205,0.012821260284670073,0.9645676123773003,0.09458478996803475,0.9986929297447205,0.014626254507342593
43,0.10116987328967983,1.267735395768676,0.922089710982159,1.2557655572891235,0.9992151856422424,0.011979244724668638,0.9666605492208666,0.08835766023407536,0.9992151856422424,0.012822276214663251
44,0.13034795604763935,1.5272521129762284,0.9061789645089043,1.51221641627225,0.9995288848876953,0.015042776646412383,0.9582888042011863,0.11520618390350794,0.9995288848876953,0.015148909191725015
45,0.10348490581891875,1.3287858878723298,0.9182959373551186,1.3169139647724653,0.9997172355651855,0.011875280696484778,0.9664215890198744,0.08921332838976626,0.9997172355651855,0.014275614019802879
46,0.09412522748549959,1.3998313732821532,0.9138136746907475,1.3891595168547197,0.9998303055763245,0.010673670822547542,0.9686947329722463,0.08248299070156724,0.9998303055763245,0.01164421270775943
47,0.09595718516486762,1.490763946013017,0.9081902100582315,1.479799009332753,0.9998981356620789,0.01096605680732414,0.9680400328630787,0.08487246537888023,0.9998981356620789,0.011085849142849916
48,0.0935654167010203,1.2696051465140448,0.9219081564383074,1.258691875621526,0.9999389052391052,0.01091393099326377,0.968778249372478,0.08257528433563613,0.9999389052391052,0.010990803819528149
49,0.09892920573698209,1.3009021053410539,0.9199629329671764,1.2900071384930851,0.9999633431434631,0.010895363440868831,0.9677952763458407,0.08673242234433612,0.9999633431434631,0.012197230526290279
50,0.08733941334600373,1.4233263670796095,0.912295218670007,1.4136340907125762,0.9999780058860779,0.009692491088626963,0.9708369371584253,0.07713578303363469,0.9999780058860779,0.010203854734830676
51,0.14007904018962894,1.225360383891096,0.9247941561419555,1.2121750056141554,0.9999867677688599,0.013185556573473443,0.9555021732978304,0.12645620359927753,0.9999867677688599,0.013623016800218457
52,0.09383736341418046,1.20218170833106,0.9260886112848917,1.1913108079120367,0.9999920725822449,0.010870994858895287,0.9697019457817078,0.08134071335078766,0.9999920725822449,0.012496749139926974
53,0.08508526100766578,1.2697651596984478,0.9218091272344493,1.2602880314143017,0.999995231628418,0.009477168942491213,0.9717780206999983,0.07476367065199477,0.999995231628418,0.010321639632726294
54,0.08352225206573714,1.2381447469345246,0.9237472734065971,1.2290487710875695,0.9999971389770508,0.009096005498760879,0.9721713690402546,0.07403295688987048,0.9999971389770508,0.009489322363968695
55,0.08179166059495364,1.5757616806511927,0.9027978187859661,1.5667141025716609,0.9999982714653015,0.009047593667425892,0.9725454825714533,0.07265145454395974,0.9999982714653015,0.009140221756288012
56,0.09520344807015854,1.2423684657222094,0.9235209172422235,1.2326971473115864,0.9999989867210388,0.00967133047077993,0.9688738873123315,0.08468215763737062,0.9999989867210388,0.01052130117663445
57,0.09519782936112203,1.2371669929436964,0.923893462527882,1.2266925188026043,0.9999994039535522,0.010474480848496009,0.9692585399000155,0.08408343331556153,0.9999994039535522,0.011114402741412411
58,0.08193229377252927,1.4258874991927484,0.9120830116849957,1.4170544412400987,0.9999996423721313,0.0088330584418292,0.9729322443966403,0.0722392346146548,0.9999996423721313,0.009693062689752396
59,0.08581101238038012,1.5118908677438292,0.9067542805816188,1.50294342546752,0.9999997615814209,0.008947440178481618,0.971500858496328,0.07640972489629858,0.9999997615814209,0.009401289559059837
60,0.08501735388913084,1.3477935887346364,0.9169826164390101,1.3380441605442701,0.9999998807907104,0.009749424982477318,0.9720622957694611,0.07550365726713672,0.9999998807907104,0.009513697600618643
61,0.08620930430279629,1.3576538960138957,0.9163507126798534,1.34826724938672,0.9999999403953552,0.00938664533837576,0.971980621798582,0.0758204266773726,0.9999999403953552,0.010388878594587807
62,0.07659618365609888,1.3400787355923893,0.9173787320503081,1.3316975085422247,0.9999999403953552,0.008381230154573316,0.9744387164745589,0.06788669553907004,0.9999999403953552,0.00870948903363526
63,0.13663478425659795,4.214934464656945,0.739059592136229,4.205862343913377,1.0,0.009072130621232168,0.9582579779032929,0.1283085394617061,1.0,0.008326244799096482
64,0.24365354043433682,2.4565619242311727,0.8481759717970183,2.447114231610539,1.0,0.009447694972458513,0.9194085053073633,0.23410497822758844,1.0,0.009548562238283001
65,0.14607752617406522,2.0288963016837536,0.8747135232193302,2.019341482056512,1.0,0.009554823098534887,0.9512833687844717,0.1364024491143953,1.0,0.009675076991344884
66,0.11665536584353609,1.8037099753967438,0.8886861108770274,1.7940919038021204,1.0,0.009618072629426464,0.9615359631268219,0.10692564081022217,1.0,0.009729724970244661
67,0.10212667312464649,1.608879531272734,0.9007842185521366,1.5991695011504974,1.0,0.009710034346113902,0.966645004517876,0.09237798505187304,1.0,0.009748688117973086
68,0.0917608118353256,1.5624601010120276,0.9036537174022559,1.5529186617244373,1.0,0.009541434151205149,0.9702636448174513,0.08200613916357538,1.0,0.009754672708540617
69,0.0845794617944727,1.4991984572073427,0.9075677412928957,1.4898320520767059,1.0,0.00936641050220439,0.9725815769512013,0.0749937816907738,1.0,0.009585679991225424
